rsci_uuid,READY_common_name,READY_additional_names,READY_sample_type,READY_physical_form,READY_natural-synthetic,READY_origination_date_edtf_1,READY_origination_date_edtf_2,READY_origination_date_edtf_3,READY_expiration_date_statement,READY_dim1_value,READY_dim1_lowestvalue,READY_dim1_highestvalue,READY_dim1_unit,READY_dim1_type,READY_dim1_note,READY_dim2_value,READY_dim2_lowestvalue,READY_dim2_highestvalue,READY_dim2_unit,READY_dim2_type,READY_dim2_note,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note,facet_type_value_uuid,Acquired By,Acquired By (CLEAN_1),Acquired By (CLEAN_2),Acquired By (Institution_1),Acquired By (Institution_2),Acquired From,Acquired From (CLEAN_1),Acquired From (CLEAN_2),Acquired From (Institution_1a),Acquired From (Institution_1b),Acquired From (Institution_2a),Acquired From (NOTE),Acquisition Date,Acquisition Date__edtf,Acquisition Date__begin_of_the_begin,Acquisition Date__end_of_the_begin,Acquisition Date__begin_of_the_end,Acquisition Date__end_of_the_end,Additional Names,Additional Classification,gbif_uri,gbif_canonical_name,gbif_vernacular_name,Barcode No.,Barcode Prefix,Catalog No.,Certified Standard?,Chem Composition Confirmed,Chemical (CAS) No.,Chemical Formula,Chemical Name,Collection Name,Color,color_use,color_split 1,color_split 2,color_split 3,Color Index (CI) No.,Common Name,Component1,comp1_n,comp1_g,comp1_p,Component2,comp2_n,comp2_g,comp2_p,Component3,Compound Type,Contact Name,E-Mail,Experiments,Fire Safety,Formulation,Full Barcode,Geographic Origin,admin_1 (country),admin_1_geonames,admin_2,admin_2_geonames,specific_place,specific_place_uri,latitude,longitude,specific_geojson,specific_place_2,specific_place_uri_2,latitude_2,longitude_2,specific_geojson_2,geo_note,geo_check,geo_method,Grid Location,Health Safety,Manufacturer,Manufacturer (CLEAN),Manufacturer (NOTE),Mass or Volume,Mixture Pigment,Mixture Type,MSDS Sheet?,Natural/Synthetic,Notes,Old Barcode,Origination Date,origination_date_statement,origin_date_begin_of_begin,origin_date_end_of_begin,origin_date_begin_of_end,origin_date_end_of_end,Other Safety,Part of a Collection?,Phone No.,Physical Form,Preparation,Reactivity Safety,Sample Type,Typical Use,Warning Field
4d7d1c63-c03e-415b-90c8-a7b466145f1f,Resin (80) / Glue (20) + Vine Black,Dammar / Rabbit Skin Glue,prepared mixture,Paint-out Plate,,1991-07-12,,,,,,,,,,,,,,,,,,Mixture prepared with solvent,Vine Black (Kremer Pigmente),,colorant,1.017,Gram,Mass,,1fbc37d0-3e3f-4d02-837e-a015b4b995d9,base mixture,5.806,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,Dammar / Rabbit Skin Glue,,,,,14168.0,MIX,,,,,,,,,,,,,,Resin (80) / Glue (20),12.003 g dammar resin,12.003,g,dammar resin,3.003 g rabbit-skin glue,3.003,g,rabbit-skin glue,,Mixture,,,,,Mixture 5.806 g : pigment 1.017 g : mixture contains solvent,MIX14168,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"aisle 10, column 39",,Kremer Pigmente (components),Kremer-Pigmente,(components),,Vine Black,,Doesn't exist,,method: weight by weight,MIX0342,07-12-91,,1991-07-12,1991-07-12,1991-07-12,1991-07-12,,,,Paint-out Plate,Recipe,,Prepared mixture,,
4d81a675-704c-4f5f-80cd-34219ead8a38,Titanium White,,"paint, oil-based, water mixable",Paint-out Plate,synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,,,,,,18912.0,PNTOW,105,,,,,,,White,White,,,,,Titanium White,,,,,,,,,,,,,Window aged on mylar,,,PNTOW18912,Holland,,,,,The Netherlands,https://www.geonames.org/2750405,52.25,5.75,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                7.22749859212922,
                50.7503674993741
            ],
            [
                7.22749859212922,
                53.5550145156973
            ],
            [
                3.35837827202,
                53.5550145156973
            ],
            [
                3.35837827202,
                50.7503674993741
            ],
            [
                7.22749859212922,
                50.7503674993741
            ]
        ]
    ]
}",,,,,,,,,"aisle 10, column 38",,Royal Talens,Royal Talens,,,,,No,Synthetic,,,,,,,,,,,,Paint-out Plate,Commercial,,"Paint, oil-based, water mixable",Colorant,
4d83701e-8af2-4e4d-ba8e-e33c85985f1d,Colcothar Red,,pigment,Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1994,1994,1994-01-01,1994-01-01,1994-12-31,1994-12-31,Spaans Rood,,,,,10960.0,PIG,,,,,,iron oxide,,Red,Red,,,,,Colcothar Red,,,,,,,,,,Inorganic,,,,0.0,,PIG10960,"Zaandam, Holland",,,,,Zaandam,https://www.geonames.org/2744118,52.43854,4.82643,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                4.883135969753634,
                52.403996069292674
            ],
            [
                4.883135969753634,
                52.47307759615752
            ],
            [
                4.769726579074491,
                52.47307759615752
            ],
            [
                4.769726579074491,
                52.403996069292674
            ],
            [
                4.883135969753634,
                52.403996069292674
            ]
        ]
    ]
}",,,,,,,,,9-H-6,1.0,Verfmolen 'De Kat',Verfmolen 'De Kat',,,,,No,,,PIG1449,,,,,,,,,,Powder,,1.0,Pigment,Colorant,
4d85a299-58ed-470e-99b0-75d3b7a7df0e,Scoured Sheep Wool,,"raw material, organic",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,The Arbidar Co.,The Arbidar Co.,,,,,,2004,2004,2004-01-01,2004-01-01,2004-12-31,2004-12-31,,,,,,18159.0,RAWO,,,,,,,,Multi-colored,Multi-colored,,,,,Scoured Sheep Wool,,,,,,,,,,,,,,,,RAWO18159,France,,,,,France,https://www.geonames.org/3017382,46.0,2.0,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                9.56009360694225,
                41.3335556861592
            ],
            [
                9.56009360694225,
                51.0889894407743
            ],
            [
                -5.14127657354623,
                51.0889894407743
            ],
            [
                -5.14127657354623,
                41.3335556861592
            ],
            [
                9.56009360694225,
                41.3335556861592
            ]
        ]
    ]
}",,,,,,,,,8-B-6,,,,,,,,Doesn't exist,Natural,,,,,,,,,,,406-821-3426,Raw / Natural Form,,,"Raw Material - organic (seed, nut, etc.)",Textile,
4d884a53-2722-408d-af88-1aee4da73e92,Johannsenite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22982.0,STNN,1070,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Johannsenite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22982,State/Country: Arizona; County: Graham; Town/Area: N/A; Mine/Site: N/A,United States,https://www.geonames.org/6252001,Arizona,https://www.geonames.org/5551752,Graham County,https://www.geonames.org/5296368,32.93272,-109.88744,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -109.113987,
                32.424475
            ],
            [
                -109.113987,
                33.652751
            ],
            [
                -110.458136,
                33.652751
            ],
            [
                -110.458136,
                32.424475
            ],
            [
                -109.113987,
                32.424475
            ]
        ]
    ]
}",,,,,,,,,"aisle 4, column 38, box 79",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
4d896f16-1e1f-4925-8afa-39100ee782a5,Cobalt Violet,,"paint, other",Paste,synthetic,,,,,15.0,,,Milliliter,Volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,A. Kaplan,Art Kaplan,,,,Gamblin Aritists Colors Co.,Gamblin Aritists Colors Co.,,,,,,2010,2010,2010-01-01,2010-01-01,2010-12-31,2010-12-31,,,,,,23799.0,PNTR,,,,13455-36-2,Co3(PO4)2-8H2O,Cobalt Phosphate,,Violet,Violet,,,,PV14,Cobalt Violet,,,,,,,,,,Mixture,,gamblincolors.com,,,,PNTR23799,U.S.A.,United States,https://www.geonames.org/6252001,,,United States,https://www.geonames.org/6252001,39.76,-98.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -66.94918572300003,
                18.910193684000003
            ],
            [
                -66.94918572300003,
                71.386662492
            ],
            [
                172.436429978,
                71.386662492
            ],
            [
                172.436429978,
                18.910193684000003
            ],
            [
                -66.94918572300003,
                18.910193684000003
            ]
        ]
    ]
}",,,,,,,,,7-E-21,,Gamblin Aritists Colors Co.,Gamblin Artist Colors,,15 ml,,,No,Synthetic,"Aldehyde resin;

Conservation Colors series",,,,,,,,,No,503-235-1945,Paste,Commercial,,"Paint, other",Colorant,
4d8b61e6-29cb-42f8-9719-4a25b4b0dfeb,Glue (90) + Egg Yolk (10),,prepared mixture,Paint-out Plate,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabbit Skin Glue,,,,,,Measurement not listed in FileMaker Pro database,Egg Yolk,,,,,,Measurement not listed in FileMaker Pro database,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,A. Parker,A. Parker,,,,,,,,,,,,,,,,,,,,,,16234.0,MIX,,,,,,,,,,,,,,90% Glue + 10% egg yolk,Rabbit skin glue,,,,Egg yolk,,,,,Organic,,,,,,MIX16234,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"Column 10, aisle 38",,,,,,,,Doesn't exist,,,,1990,,1990-01-01,1990-01-01,1990-12-31,1990-12-31,,,,Paint-out Plate,Recipe,,Prepared mixture,,
4d8d5874-e44d-463d-b326-3d600dde0d52,Alizarin yellow GGN,,dye,Dye on yarn (wool),synthetic,1980~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,H. Schweppe,H. Schweppe,,,,,,ca. 1985,1985?,1983-01-01,1985-01-01,1985-12-31,1987-12-31,,,,,,17000.0,DYE,,,,476-66-4,C14H6O8,"Ellagic acid; 2,3,7,8-Tetrahydroxy(1) benzopyrano(5,4,3-cde)(1)benzopyran-
5,10-dione",,Yellow,Yellow,,,,14025,Alizarin yellow GGN,,,,,,,,,,Organic,,,,,,DYE17000,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,"Anal. Chem Lab - L2, room 422",,,,,,,,No,Synthetic,Schweppe Reference Collection - Colourings of Early Synthetic Dyes,,ca. 1980,,1978-01-01,1980-01-01,1980-12-31,1982-12-31,,,,Dye on yarn (wool),Commercial,,Dye,Colorant,
4d8e83d3-64a5-474d-a7ac-2caa2dfb80c6,Resin (50) / Glue (50) + Lead White,Dammar / Rabbit Skin Glue,prepared mixture,Paint-out Plate,,1991-07-08,,,,,,,,,,,,,,,,,,Mixture prepared with solvent,Lead White (Kremer Pigmente),,colorant,1.593,Gram,Mass,,2ec303d5-eaca-494e-a409-e4c2944c8be5,base mixture,7.018,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,Dammar / Rabbit Skin Glue,,,,,14163.0,MIX,,,,,,,,,,,,,,Resin (50) / Glue (50),10.005 g dammar resin,10.005,g,dammar resin,10.007 g rabbit-skin glue,10.007,g,rabbit-skin glue,,Mixture,,,,,Mixture 7.018 g : pigment 1.593 g : mixture contains solvent,MIX14163,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"aisle 10, column 39",,Kremer Pigmente (components),Kremer-Pigmente,(components),,Lead White,,Doesn't exist,,method: weight by weight,MIX0337,07-08-91,,1991-07-08,1991-07-08,1991-07-08,1991-07-08,,,,Paint-out Plate,Recipe,,Prepared mixture,,
4d8ec26d-6069-4f82-99d1-1c8113884466,"Cadmium yellow, light",,"paint, oil-based",Paste,,,,,,37.0,,,Milliliter,Volume,,,,,,,,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,M. Schilling,Mike Schilling,,,,Dick Blick Art Materials,Dick Blick Art Materials,,,,,,2003,2003,2003-01-01,2003-01-01,2003-12-31,2003-12-31,,,,,,17315.0,PNTO,113,,,,,,,Yellow,Yellow,,,,,"Cadmium yellow, light",,,,,,,,,,Mixture,,,,1.0,,PNTO17315,"London, England",,,,,London,https://www.geonames.org/2643743,51.50853,-0.12574,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                0.2811882683122086,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.297523767519486
            ]
        ]
    ]
}",,,,,,,,,7-B-15,3.0,Winsor & Newton,Winsor and Newton,,37 ml,,Organic - inorganic,Yes,,Griffin Alkyd Series 2; long oil modified alkyd resin + cadmium zinc sulfide (PY 35),,,,,,,,,,,Paste,Commercial,0.0,"Paint, oil-based",Colorant,0.0
4d95af8b-6fc0-4033-b9ef-6f0471e5a9bb,Calcite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22045.0,STNN,995,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Calcite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22045,State/Country: Mexico; County: Chihuahua; Town/Area: N/A; Mine/Site: N/A,,,,,Chihuahua,https://www.geonames.org/4014336,28.75,-106.25,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -103.306768799932,
                25.5588436205081
            ],
            [
                -103.306768799932,
                31.7844862895724
            ],
            [
                -109.074886169632,
                31.7844862895724
            ],
            [
                -109.074886169632,
                25.5588436205081
            ],
            [
                -103.306768799932,
                25.5588436205081
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 33",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
4d969330-9d32-44f2-a648-dc6640c29e2c,Ultramarine Red,,pigment,"Opaque, Powder",synthetic,,,,,100.0,,,Milliliter,Volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1990,1990,1990-01-01,1990-01-01,1990-12-31,1990-12-31,Ultramarinrot,,,,,11323.0,PIG,357,,,12769-96-9 or 12627-42-8,3Na2O.3Al2O3.6SiO2.2Na2S,Sodium-aluminium-sulfo-silicate,,Violet,Violet,,,,77007,Ultramarine Red,,,,,,,,,,Inorganic,,,,,,PIG11323,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,9-A-17 or 18,,H. Schmincke & Company,H. Schmincke & Company,,100 ml,,,No,Synthetic,,PIG0953,,,,,,,,,,"Opaque, Powder",Commercial,,Pigment,Colorant,
4da08abd-c87c-457e-865a-b0bb286ae837,Animal Glue,,protein,"Opaque, Chunk(s)",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,D. Stulik---GCI,Dusan Stulik,,Getty Conservation Institute (GCI),,,,,,,,,1988,1988,1988-01-01,1988-01-01,1988-12-31,1988-12-31,,,,,,12388.0,PRO,,,,,,,,Amber,Amber,,,,,Animal Glue,,,,,,,,,,Organic,,,,,,PRO12388,"Prague, Czechoslovakia",,,,,Prague,https://www.geonames.org/3067696,50.08804,14.42076,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                14.706858002387996,
                49.941977271364514
            ],
            [
                14.706858002387996,
                50.177502913527896
            ],
            [
                14.224509344872512,
                50.177502913527896
            ],
            [
                14.224509344872512,
                49.941977271364514
            ],
            [
                14.706858002387996,
                49.941977271364514
            ]
        ]
    ]
}",,,,,,,,,5-D-9,,,,,,,,No,Natural,,GLUE0090,,,,,,,,,,"Opaque, Chunk(s)",,,Protein,Binding Medium,
4daca790-c056-4e19-8615-d03e87b4d49f,Lac dye,,dye,Powder,natural,2004,,,,50.0,,,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,M. Komsky,M. Komsky,,,,,,,,,,,2004,2004,2004-01-01,2004-01-01,2004-12-31,2004-12-31,,,,,,17654.0,DYE,Cat. # 0207,,,,,,,Red,Red,,,,,Lac dye,,,,,,,,,,Organic,,,,,,DYE17654,"Florence, Italy",,,,,Florence,https://www.geonames.org/3176959,43.77925,11.24626,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                11.331132423112592,
                43.72700677229733
            ],
            [
                11.331132423112592,
                43.82471910604458
            ],
            [
                11.154076443108027,
                43.82471910604458
            ],
            [
                11.154076443108027,
                43.72700677229733
            ],
            [
                11.331132423112592,
                43.72700677229733
            ]
        ]
    ]
}",,,,,,,,,7-D-5,,Zecchi,Zecchi,,50g,,,No,Natural,,,2004,,2004-01-01,2004-01-01,2004-12-31,2004-12-31,,,,Powder,Commercial,,Dye,Colorant,
4dad1afb-7f4f-4758-8146-a087467face1,"Linseed Oil, boiled",,oil,"Transparent, Liquid",natural,,,,,75.0,,,Milliliter,Volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,from Linum usitatissimum,,,,,10656.0,OIL,,check,,8001-26-1,,"mostly glycerides of linoleic, linolenic and oleic acids",,Amber,Amber,,,,,"Linseed Oil, boiled",,,,,,,,,,Organic,,,,1.0,,OIL10656,"Apeldoorn, Holland",,,,,Apeldoorn,https://www.geonames.org/2759706,52.21,5.96944,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                6.047537697690537,
                52.162198101191905
            ],
            [
                6.047537697690537,
                52.2578018988081
            ],
            [
                5.891350302309464,
                52.2578018988081
            ],
            [
                5.891350302309464,
                52.162198101191905
            ],
            [
                6.047537697690537,
                52.162198101191905
            ]
        ]
    ]
}",,,,,,,,,6-C-24,0.0,Ebeseder Talens,Ebeseder Talens,,75 ml,,,No,Natural,,OIL0098,,,,,,,,,,"Transparent, Liquid",Commercial,1.0,Oil,Vehicle / Solvent,
4dad46e6-7e4b-4e96-9575-221e7cfc45e5,"Egg Shell, pheasant",,protein,Raw / Natural Form,natural,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,,,,,,11488.0,PRO,,,,E00300000,,,,Gray,Gray,,,,,"Egg Shell, pheasant",,,,,,,,,,Organic,,,,,,PRO11488,Israel,,,,,Israel,https://www.geonames.org/294640,31.5,34.75,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                35.67033,
                29.490654862
            ],
            [
                35.67033,
                33.2908350000001
            ],
            [
                34.267257,
                33.2908350000001
            ],
            [
                34.267257,
                29.490654862
            ],
            [
                35.67033,
                29.490654862
            ]
        ]
    ]
}",,,,,,,,,5-F-9,,,,,,,,Doesn't exist,Natural,,,1992,,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,Raw / Natural Form,Not applicable,,Protein,Binding Medium,
4db4e990-7dc7-460d-8d7f-06513d3eecf9,Eudialyte,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22967.0,STNN,828,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Eudialyte,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22967,State/Country: Alaska; County: Prince of Wales; Town/Area: Prince of Wales Island; Mine/Site: N/A,United States,https://www.geonames.org/6252001,,,Prince of Wales Island,https://www.geonames.org/5556540,55.63194,-132.9075,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -131.95265333100002,
                54.683673975000005
            ],
            [
                -131.95265333100002,
                56.358568836
            ],
            [
                -133.816698006,
                56.358568836
            ],
            [
                -133.816698006,
                54.683673975000005
            ],
            [
                -131.95265333100002,
                54.683673975000005
            ]
        ]
    ]
}",,,,,,,,,"aisle 4, column 38, box 79",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
4db4f8d9-f84d-4c4f-bf55-278161bf01d8,Weberite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,21772.0,STNN,1349,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Weberite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN21772,State/Country: Greenland; County: Frederickshaab; Town/Area: Arsuk Fjord; Mine/Site: Ivigtuut,,,,,Frederikshåb Isblink,https://www.geonames.org/3423770,62.54209,-50.00496,"{
    ""type"": ""Point"",
    ""coordinates"": [
        -50.00496,
        62.54209
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 19",,,,,,,,Doesn't exist,Natural,"Cryolite, Fluorite, Pyrite ",,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
4db5afea-a272-4416-8671-20adec8e3edd,Chromium oxide green,,pigment,Slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,McCrone Accessories & Components,McCrone Accessories & Components,,,,,,,,,,,,,,,,,15737.0,PIG,#35,,,1308-38-9,Cr2O3,chromic oxide,,Green,Green,,,,77288,Chromium oxide green,,,,,,,,,,Inorganic,,,,0.0,,PIG15737,"London, England",,,,,London,https://www.geonames.org/2643743,51.50853,-0.12574,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                0.2811882683122086,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.297523767519486
            ]
        ]
    ]
}",,,,,,,,,"Anal. Chem Lab - L2, room 422",2.0,Reeves & Sons,"Reeves and Sons, Ltd.",,,,,No,,McCrone Paint Pigments Reference Set; dispersed in Aroclor,,,,,,,,,,,Slide,,1.0,Pigment,Colorant,
4dc49380-2761-407c-9cde-0bab25d196f4,Hau - Linden Hibiscus,,wood,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Bill Ginell,Bill Ginell,,,,World Timbers,World Timbers,,,,,,1986,1986,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,Hibiscus tiliaceus,https://www.gbif.org/species/3152584,Hibiscus tiliaceus,mahoe,10391.0,WOOD,0312,,,,,,,,,,,,,Hau - Linden Hibiscus,,,,,,,,,,Organic,,,,,,WOOD10391,"HI., U.S.A.",United States,https://www.geonames.org/6252001,Hawaii,https://www.geonames.org/5855797,Hawaii,https://www.geonames.org/5855797,20.78785,-156.38612,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -154.806622,
                18.91069
            ],
            [
                -154.806622,
                28.402182
            ],
            [
                -178.306196,
                28.402182
            ],
            [
                -178.306196,
                18.91069
            ],
            [
                -154.806622,
                18.91069
            ]
        ]
    ]
}",,,,,,,,,8-A-1,,,,,,,,Doesn't exist,Natural,part of World Timber Collection,TIM0312,,,,,,,,,,,Not applicable,,Wood,Construction Material,
4dcf5204-799a-4bea-a804-17956469443e,Cumala,,wood,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,,,,,,13450.0,WOOD,,,,,,,,,,,,,,Cumala,,,,,,,,,,Organic,,,,,,WOOD13450,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,8-A-2,,,,,,,,Doesn't exist,Natural,,,,,,,,,,,,,Not applicable,,Wood,Construction Material,
